data,timestamp (ms),timestamp (formatted)
"1628697695.974318,10,1628697683.984592,55.82837131954811,-4.280173153570269,24.38784,-1,-1,10,65,-9999,1628697695.959399,-0.2357215881347656,-16.29490661621094,-48.21363830566406,136.21728515625,137.971435546875,12.03757095336914,196963.59575275,0.0036773681640625,-0.041046142578125,-0.9933929443359375,196963.30175475,0.002075401367619634,0.007276821415871382,-0.00353348208591342,196963.58663075,63.87457275390625,-76.9088134765625,-113.3154449462891,196963.2301395,-0.09975549477707317,0.003150052038033804,0.0409370627751565,0.0002506270539015532,-0.001855702139437199,0.001470999093726277,8.745770901441574e-05,0.0002762079238891602,0.005230247974395752,2,0.02052013303119542,0.0005523086202322766,-0.0498143678140871,0.9985475109896319,0.003147407667711377,-0.04092562943696976,-0.9991572499275208,-0.00597381591796875,-16.26369476318359,-48.03818511962891,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196960.784453,0,0.5707436,100.719,1628697687.872065,3232235814,168305893,0,0,5,1628697686.856069,1,",1628697696.008212,Wed Aug 11 16:01:36 2021
"0.78,1628697695.617651,-38.56909,-54.63023,0
",1628697696.014167,Wed Aug 11 16:01:36 2021
"1628697696.991389,11,1628697683.984592,55.82837131954811,-4.280173153570269,24.38784,-1,-1,10,65,-9999,1628697696.984347,-0.09940719604492188,-16.30738830566406,-47.54199981689453,136.2105865478516,137.9647369384766,12.03768634796143,196964.6008801667,0.001556396484375,-0.041778564453125,-0.993927001953125,196964.3018571667,0.005145493429154158,0.00905501376837492,-0.003020024625584483,196964.5808341667,63.84767150878906,-76.5172119140625,-113.0042114257812,196964.2352661667,-0.09968958968838271,0.003175260443803202,0.04087928811084162,-0.0009914480615407228,0.001537870150059462,-0.002675239462405443,-7.506553083658218e-05,-0.0001782476902008057,0.005018889904022217,2,0.02049189546756323,0.0005670107531361721,-0.04978127615522687,0.9985498045137374,0.003172602271661162,-0.04086790233850479,-0.9991595149040222,0.06821823120117188,-16.06618499755859,-47.68305969238281,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196961.854116,0,0.5548897,100.7192,1628697687.872065,3232235814,168305893,0,0,5,1628",1628697697.046903,Wed Aug 11 16:01:37 2021
"697686.856069,1,0.78,1628697696.628027,-39.06121,-51.3027,0
",1628697697.053741,Wed Aug 11 16:01:37 2021
"1628697697.983539,12,1628697683.984592,55.82837131954811,-4.280173153570269,24.38784,-1,-1,10,65,-9999,1628697697.969576,-0.06922531127929688,-15.93780517578125,-47.84990692138672,136.2046508789062,137.9588012695312,12.03779792785645,196965.60600775,0.0039215087890625,-0.0406036376953125,-0.994415283203125,196965.30195775,0.005642172880470753,0.008101069368422031,-0.00455773388966918,196965.60512475,63.66386413574219,-76.20323181152344,-112.9655303955078,196965.24039375,-0.09963159067490841,0.003247095328439474,0.04089419310462744,-0.001481963088735938,0.000603056512773037,-0.001447641523554921,-8.580181747674942e-05,-1.076608896255493e-05,0.005277454853057861,2,0.02050110837475353,0.000603099091682836,-0.04975156470754893,0.9985510398821652,0.003244374878704548,-0.04088279604911804,-0.9991586804389954,0.2745933532714844,-16.65239715576172,-47.47315216064453,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196961.854116,0,0.5548897,100.7192,1628697687.872065,3232235814,168305893,0,0,5,1628697686.8",1628697698.013022,Wed Aug 11 16:01:38 2021
"56069,1,0.78,1628697697.618748,-37.36536,-53.58503,0
",1628697698.041728,Wed Aug 11 16:01:38 2021
"1628697698.984547,13,1628697683.984592,55.82837131954811,-4.280173153570269,24.38784,-1,-1,10,65,-9999,1628697698.974449,-0.2406501770019531,-16.30712127685547,-47.77581787109375,136.2054290771484,137.9595794677734,12.03792381286621,196966.6111362917,0.003143310546875,-0.040374755859375,-0.99371337890625,196966.3020612917,0.004070375580340624,0.004275971557945013,-0.003732153913006186,196966.5994132917,63.55918884277344,-76.90420532226562,-113.0107421875,196966.2455212917,-0.09962501230327793,0.003153344312484837,0.04082858788779363,0.000926705077290535,5.589798092842102e-06,0.002364482963457704,0.0005571767687797546,-0.001007102429866791,0.005249917507171631,2,0.02046601806532572,0.0005579930438209743,-0.04974932301935658,0.9985519628723197,0.003150711301714182,-0.04081724584102631,-0.9991616606712341,-0.1613616943359375,-16.37212371826172,-47.98750305175781,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196962.923764,0,0.5443192,100.7193,1628697687.872065,3232235814,168305893,0,0,5,1628697686.",1628697699.086546,Wed Aug 11 16:01:39 2021
"856069,1,0.78,1628697698.617673,-28.89727,-45.39869,0
",1628697699.145726,Wed Aug 11 16:01:39 2021
"1628697699.989433,14,1628697699.792833,55.82836228380675,-4.280214398092314,22.48914,-1,-1,10,65,-9999,1628697699.979633,-0.06496429443359375,-16.47102355957031,-47.92809295654297,136.1898345947266,137.9439849853516,12.03805446624756,196967.61626525,0.0053863525390625,-0.038604736328125,-0.9961700439453125,196967.30216325,0.003610181156545877,0.008269914425909519,-0.004711398389190435,196967.59363825,63.44117736816406,-76.85009765625,-113.3108520507812,196967.25065025,-0.09942217109402759,0.003314577772549195,0.04097342531602676,0.0002548398915678263,-0.0005522607825696468,0.0009372895583510399,-0.0002752887085080147,-0.001213338226079941,0.006448924541473389,2,0.0205422797608355,0.0006369687340359352,-0.04964621056692459,0.9985553797332398,0.003311789827421308,-0.04096196219325066,-0.9991552233695984,-0.1092033386230469,-16.36084747314453,-48.22366333007812,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196963.993425,0,0.5363922,100.7194,1628697687.872065,3232235814,168305893,0,0,5,1628697686.8",1628697700.002084,Wed Aug 11 16:01:40 2021
"56069,1,0.78,1628697699.630248,-33.5057,-54.46571,0
",1628697700.007796,Wed Aug 11 16:01:40 2021
"1628697700.994808,15,1628697699.792833,55.82836228380675,-4.280214398092314,22.48914,-1,-1,10,65,-9999,1628697700.985003,-0.2650299072265625,-16.34163665771484,-47.56060028076172,136.1861572265625,137.9403076171875,12.03821849822998,196968.621394,0.0019989013671875,-0.0403900146484375,-0.992889404296875,196968.302268,0.004416053649038076,0.006187854800373316,-0.002941993996500969,196968.61792,63.70591735839844,-76.67707824707031,-113.0963745117188,196968.25578,-0.09931153476927435,0.003065566909710967,0.04091574422170357,-0.002138084266334772,-0.001247965265065432,0.0003543028142303228,-0.001506597734987736,-0.002247534692287445,0.001691341400146484,2,0.02050727032459723,0.000515211348367464,-0.04959360105421484,0.9985588218069064,0.003062996547669172,-0.04090432822704315,-0.9991583824157715,-0.03273391723632812,-16.29644012451172,-47.68452453613281,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196965.063123,0,0.5231819,100.7196,1628697687.872065,3232235814,168305893,0,0,5,1628697686.856069,1,0",1628697701.008555,Wed Aug 11 16:01:41 2021
".78,1628697700.618612,-28.92684,-50.05856,0
",1628697701.011642,Wed Aug 11 16:01:41 2021
"1628697701.999888,16,1628697699.792833,55.82836228380675,-4.280214398092314,22.48914,-1,-1,10,65,-9999,1628697701.98992,0.0280609130859375,-16.26249694824219,-48.24887084960938,136.1775970458984,137.9317474365234,12.03840446472168,196969.626525125,0.00408935546875,-0.0412139892578125,-0.994964599609375,196969.302371125,0.003718838095664978,0.003763046581298113,-0.003261573379859328,196969.612124125,63.87020874023438,-76.78184509277344,-113.5700073242188,196969.260910125,-0.09916016997965939,0.003018301154063013,0.04104576533788969,-0.0007738263811916113,-0.0007618637755513191,0.001199201215058565,-0.0003607235848903656,0.0006594769656658173,0.005958616733551025,2,0.02057097813106694,0.0004899412251903506,-0.04951834884340911,0.9985612464782649,0.003015754278749228,-0.04103424027562141,-0.999153196811676,-0.2190399169921875,-16.27281188964844,-47.85271453857422,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196966.132798,0,0.4967575,100.7199,1628697687.872065,3232235814,168305893,0,0,5,1628697686",1628697702.014569,Wed Aug 11 16:01:42 2021
".856069,1,0.78,1628697701.61832,-33.02262,-56.27217,0
",1628697702.018009,Wed Aug 11 16:01:42 2021
"1628697703.004915,17,1628697702.318876,55.82836109131865,-4.280221851225604,24.22396,-1,-1,10,65,-9999,1628697702.995389,-0.27581787109375,-16.05131530761719,-48.20983123779297,136.1716766357422,137.9258270263672,12.03855323791504,196970.6316562917,0.00445556640625,-0.04248046875,-0.9909515380859375,196970.3024782917,0.003761981381103396,0.007653392385691404,-0.003251985879614949,196970.6062332917,63.698974609375,-76.78836059570312,-113.2000732421875,196970.2660412917,-0.09902574803316853,0.003287675132211758,0.040846939287317,0.001303966622799635,-3.763148561120033e-05,0.0003820224665105343,-0.0009045526385307312,4.882737994194031e-05,0.005553901195526123,2,0.02047833475964518,0.0006307400207914279,-0.04944872593659599,0.9985665492399538,0.003284926991909742,-0.04083558171987534,-0.9991604685783386,-0.1405029296875,-16.18804168701172,-48.31529998779297,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196967.202429,0,0.4729767,100.7202,1628697687.872065,3232235814,168305893,0,0,5,1628697686.856069",1628697702.989263,Wed Aug 11 16:01:42 2021
",1,0.78,1628697702.630861,-31.06169,-43.34085,0
",1628697702.997435,Wed Aug 11 16:01:42 2021
"1628697704.009963,18,1628697702.318876,55.82836109131865,-4.280221851225604,24.22396,-1,-1,10,65,-9999,1628697704.000397,0.2871665954589844,-16.05967712402344,-48.34005737304688,136.1647338867188,137.9188842773438,12.03873157501221,196971.6367875,0.005035400390625,-0.04217529296875,-0.9908294677734375,196971.3025825,0.00472631212323904,0.006226204335689545,-0.005386509466916323,196971.6306145,64.03459167480469,-76.91012573242188,-113.7435607910156,196971.2711725,-0.09887214752788658,0.003002920367885376,0.04115019837717296,0.0008456343784928322,0.0006718062795698643,-0.0009785131551325321,0.001531488262116909,-0.002089574933052063,0.0008121728897094727,2,0.02062266951071003,0.0004826428778420318,-0.04937457186973315,0.9985672895509631,0.003000373719260097,-0.04113858565688133,-0.999148964881897,-0.2356452941894531,-16.31613159179688,-48.40621948242188,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196968.272076,0,0.433342,100.7207,1628697687.872065,3232235814,168305893,0,0,5,1628697686.856069,1,",1628697703.992871,Wed Aug 11 16:01:43 2021
"0.78,1628697703.618662,-26.19459,-41.52294,0
",1628697703.996342,Wed Aug 11 16:01:43 2021
"1628697705.016004,19,1628697702.318876,55.82836109131865,-4.280221851225604,24.22396,-1,-1,10,65,-9999,1628697705.005344,0.2697029113769531,-16.55368041992188,-47.87321472167969,136.1528472900391,137.9069976806641,12.03894233703613,196972.641919875,0.0008392333984375,-0.0415802001953125,-0.9931182861328125,196972.302690875,5.4861116950633e-05,0.006880276836454868,-0.002780872862786055,196972.624869875,64.08114624023438,-77.0496826171875,-113.1853332519531,196972.276304875,-0.09871116334593455,0.002989249069415168,0.04104938509985723,0.0008867902215570211,-0.0004088799469172955,4.014326259493828e-05,-0.0005148015916347504,0.0007546432316303253,0.00605010986328125,2,0.0205719575395495,0.000479964932923402,-0.04929445843145625,0.9985723726940233,0.002986726351082325,-0.04103785753250122,-0.9991531372070312,0.1614265441894531,-16.11814880371094,-47.61696624755859,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196969.341745,0,0.3989906,100.7211,1628697687.872065,3232235814,168305893,0,0,5,1628697686.",1628697705.002838,Wed Aug 11 16:01:45 2021
"856069,1,0.78,1628697704.617652,-25.04926,-52.98725,0
",1628697705.011542,Wed Aug 11 16:01:45 2021
"1628697706.020406,20,1628697702.318876,55.82836109131865,-4.280221851225604,24.22396,-1,-1,10,65,-9999,1628697706.01049,0.2202262878417969,-16.08453369140625,-47.78080749511719,136.1423034667969,137.8964538574219,12.03914833068848,196973.64705125,0.0027008056640625,-0.03955078125,-0.9920501708984375,196973.30279425,0.003548129461705685,0.008099472150206566,-0.000728907180018723,196973.61910925,64.16609191894531,-76.47390747070312,-112.9543151855469,196973.28143525,-0.09855635377903944,0.002959648922635648,0.04105355726727257,-0.0004613134078681469,-0.0005036098882555962,0.0001740527804940939,0.002429203828796744,0.001704864203929901,0.007011353969573975,2,0.0205732746314603,0.000466675531231254,-0.04921746238068081,0.998576168325534,0.002957150805741549,-0.0410420261323452,-0.9991530179977417,0.2988395690917969,-16.481689453125,-47.57935333251953,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196970.411411,0,0.3778534,100.7213,1628697687.872065,3232235814,168305893,0,0,5,1628697686.856069,1,0.78",1628697706.009079,Wed Aug 11 16:01:46 2021
",1628697705.631176,-30.81195,-45.81024,0
",1628697706.014699,Wed Aug 11 16:01:46 2021
"1628697707.025617,21,1628697702.318876,55.82836109131865,-4.280221851225604,24.22396,-1,-1,10,65,-9999,1628697707.015685,0.01516342163085938,-16.10907745361328,-47.83795928955078,136.141845703125,137.89599609375,12.03938674926758,196974.65218325,0.0024871826171875,-0.03955078125,-0.995330810546875,196974.30290225,0.003234941745176911,0.008432100526988506,-0.003318564966320992,196974.64346925,63.68234252929688,-76.58903503417969,-113.5905151367188,196974.28656725,-0.09848702155745404,0.002961901852743457,0.04110808124607811,-0.001045880140736699,0.001366642769426107,-0.0001200651749968529,-0.003386639058589935,0.0005691498517990112,0.00493389368057251,2,0.0206005380563512,0.0004671710301378416,-0.04918275712785286,0.9985772632510783,0.002959395293146372,-0.04109650477766991,-0.999150812625885,0.2511940002441406,-16.41390991210938,-47.69880676269531,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196971.481111,0,0.3778534,100.7213,1628697687.872065,3232235814,168305893,0,0,5,1628697686.856069,1,0.7",1628697707.032391,Wed Aug 11 16:01:47 2021
"8,1628697706.61864,-25.65853,-46.35793,0
",1628697707.048823,Wed Aug 11 16:01:47 2021
"1628697708.030474,22,1628697702.318876,55.82836109131865,-4.280221851225604,24.22396,-1,-1,10,65,-9999,1628697708.020751,0.1772270202636719,-16.36296844482422,-47.39558410644531,136.1320953369141,137.8862457275391,12.0396614074707,196975.6573155,0.0047454833984375,-0.041259765625,-0.99371337890625,196975.3030065,0.0027856663800776,0.004925250075757504,-0.003768372815102339,196975.6376305,63.67189025878906,-76.78645324707031,-112.7600250244141,196975.2916995,-0.09840168946206326,0.003104453622290703,0.04134250044271028,0.00117534794844687,-0.0005205324850976467,-0.0008423540275543928,0.00242188828997314,-0.002233121544122696,0.005732536315917969,2,0.02072106309154367,0.0005334575968481007,-0.04913838273755294,0.9985769223571348,0.00310179591178894,-0.0413307249546051,-0.9991406798362732,0.3738365173339844,-16.28330993652344,-47.80819702148438,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196972.550788,0,0.3910637,100.7212,1628697687.872065,3232235814,168305893,0,0,5,1628697686.856069,1,0.78,1628",1628697708.029855,Wed Aug 11 16:01:48 2021
"697707.617648,-29.84032,-38.00172,0
",1628697708.033528,Wed Aug 11 16:01:48 2021
"1628697709.050065,23,1628697702.318876,55.82836109131865,-4.280221851225604,24.22396,-1,-1,10,65,-9999,1628697709.045916,0.1562843322753906,-16.33506011962891,-48.11530303955078,136.1302337646484,137.8843841552734,12.03993797302246,196976.662446625,0.0108795166015625,-0.0428619384765625,-0.9919586181640625,196976.303114625,0.001277252100408077,0.008933573961257935,-0.001317998394370079,196976.661967625,63.83268737792969,-76.70414733886719,-112.9651641845703,196976.296831625,-0.09834222387460899,0.003011896044046977,0.04128883029671677,3.716954961419106e-05,0.0005139512941241264,-0.0005185960326343775,-0.002856733510270715,0.002275630831718445,0.005826592445373535,2,0.02069197661606799,0.0004891803043015801,-0.04910971626958049,0.998579008809086,0.003009324660524726,-0.04127709940075874,-0.9991431832313538,0.009563446044921875,-16.28350830078125,-47.32550811767578,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196973.620483,0,0.4016342,100.721,1628697687.872065,3232235814,168305893,0,0,5,16286976",1628697709.120206,Wed Aug 11 16:01:49 2021
"86.856069,1,0.78,1628697708.633825,-28.312,-41.5414,0
",1628697709.152667,Wed Aug 11 16:01:49 2021
"1628697710.046159,24,1628697702.318876,55.82836109131865,-4.280221851225604,24.22396,-1,-1,10,65,-9999,1628697710.030955,0.2084159851074219,-16.48820495605469,-47.92996978759766,136.1346282958984,137.8887786865234,12.04022312164307,196977.6675771667,0.00152587890625,-0.0367584228515625,-0.992889404296875,196977.3032181667,0.00549383508041501,0.008669654838740826,-0.002108158310875297,196977.6561981667,63.93728637695312,-77.0230712890625,-113.1254425048828,196977.3019621667,-0.09827087861986722,0.002916051059695145,0.0412136148857327,-0.002110176952555776,0.003287889994680882,0.001174793345853686,0.001725103473290801,-0.001598961651325226,-0.004790127277374268,2,0.02065205274449784,0.0004439118639815087,-0.04907517776071874,0.9985815739581313,0.002913570730015635,-0.04120194911956787,-0.999146580696106,0.2362556457519531,-16.21688079833984,-47.72532653808594,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196974.690223,0,0.4042778,100.721,1628697687.872065,3232235814,168305893,0,0,5,1628697686.856",1628697710.121924,Wed Aug 11 16:01:50 2021
