data,timestamp (ms),timestamp (formatted)
"1628697809.554142,9,1628697807.552412,55.82836070194362,-4.280224284886361,22.6203,-1,-1,10,65,-9999,1628697809.539018,-0.2916069030761719,-16.51619720458984,-47.89112091064453,136.2908477783203,138.0449981689453,12.05465412139893,197077.1753784167,0.001739501953125,-0.0405120849609375,-0.9926910400390625,197076.313482625,0.006916495505720377,0.01104226429015398,-0.002159557305276394,197077.1515034167,63.51991271972656,-76.86167907714844,-113.0250549316406,197076.8097634167,-0.1010492454854396,0.002854526244675966,0.0408901308085097,0.001238049240782857,-0.0009861569851636887,0.0006453387904912233,-0.0003954684361815453,0.001373723149299622,0.006713151931762695,2,0.02048959645356795,0.0003926767608606174,-0.05046337730343881,0.9985157274660209,0.002852136269211769,-0.04087873548269272,-0.9991600513458252,-0.4538116455078125,-16.15564727783203,-47.71096801757812,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197074.167655,0,0.6632233,100.7179,1628697801.992448,3232235814,168305893,0,0,5,1628697",1628697809.558696,Wed Aug 11 16:03:29 2021
"800.991016,1,0.78,1628697808.618111,-34.63766,-53.40319,0
",1628697809.564605,Wed Aug 11 16:03:29 2021
"1628697810.556668,10,1628697807.552412,55.82836070194362,-4.280224284886361,22.6203,-1,-1,10,65,-9999,1628697810.544044,-0.3224067687988281,-16.09888458251953,-47.35024261474609,136.2854766845703,138.0396270751953,12.05479431152344,197078.1805069167,0.00164794921875,-0.0428619384765625,-0.9981231689453125,197077.3135844167,0.003266633255407214,0.005992112215608358,-0.004618986509740353,197078.1760629167,63.57833862304688,-76.49429321289062,-112.4328460693359,197077.8148919167,-0.1010600873426292,0.002972318365903553,0.04103853806772544,0.0001799541059881449,0.000820924062281847,0.0009653565939515829,5.143042653799057e-05,-0.0002480149269104004,0.005852222442626953,2,0.02056666588047219,0.0004476247832895493,-0.05046740072553224,0.9985138315561721,0.002969811437651515,-0.04102702066302299,-0.9991536140441895,-0.4514236450195312,-16.39841461181641,-47.65736389160156,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197075.23724,0,0.6737938,100.7178,1628697801.992448,3232235814,168305893,0,0,5,16286",1628697810.595225,Wed Aug 11 16:03:30 2021
"97800.991016,1,0.78,1628697809.617909,-28.71834,-45.41738,0
",1628697810.601771,Wed Aug 11 16:03:30 2021
"1628697811.559034,11,1628697807.552412,55.82836070194362,-4.280224284886361,22.6203,-1,-1,10,65,-9999,1628697811.548971,-0.2391204833984375,-16.16065979003906,-47.73060607910156,136.280029296875,138.0341796875,12.05496311187744,197079.1856352917,0.003631591796875,-0.0406341552734375,-0.9930572509765625,197078.3136889167,0.003817108692601323,0.005906092468649149,-0.00315957423299551,197079.1704932917,63.58203125,-76.62431335449219,-112.943603515625,197078.8200212917,-0.1009268439529835,0.003120014357194781,0.04100507928758125,5.954247899353504e-05,0.002106437459588051,0.0002432458568364382,0.00113981869071722,0.002266772091388702,0.007363796234130859,2,0.02055365156776411,0.0005235778187914616,-0.05039939783088049,0.9985175877105763,0.003117386717349291,-0.0409935899078846,-0.9991545677185059,-0.256072998046875,-16.25682067871094,-47.50425720214844,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197076.30686,0,0.6817207,100.7177,1628697801.992448,3232235814,168305893,0,0,5,1628697800.991016,1,0.",1628697811.615647,Wed Aug 11 16:03:31 2021
"78,1628697810.632969,-33.14579,-43.04825,0
",1628697811.622837,Wed Aug 11 16:03:31 2021
"1628697812.564003,12,1628697807.552412,55.82836070194362,-4.280224284886361,22.6203,-1,-1,10,65,-9999,1628697812.553873,-0.4203262329101562,-16.45916748046875,-47.46591186523438,136.2843322753906,138.0384826660156,12.05515480041504,197080.190764375,0.0078125,-0.0431671142578125,-0.9904937744140625,197079.3137902917,0.006483998149633408,0.007684018462896347,-0.002905242377892137,197080.164903375,63.20237731933594,-77.05213928222656,-113.06103515625,197079.825150375,-0.1009681323067712,0.003121433010812881,0.04104306586528018,-0.0001638580579310656,0.0007227072492241859,0.0008966950699687004,0.003991799429059029,0.0004584193229675293,0.005180239677429199,2,0.02057266495547277,0.0005229027911789622,-0.05041995186358278,0.9985160727501075,0.003118799300864339,-0.04103154316544533,-0.9991529583930969,-0.3641777038574219,-16.17194366455078,-47.27516937255859,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197077.376408,0,0.6817207,100.7177,1628697801.992448,3232235814,168305893,0,0,5,1628697800.99101",1628697812.567271,Wed Aug 11 16:03:32 2021
"6,1,0.78,1628697811.618303,-32.00376,-48.94268,0
",1628697812.57277,Wed Aug 11 16:03:32 2021
"1628697813.570867,13,1628697807.552412,55.82836070194362,-4.280224284886361,22.6203,-1,-1,10,65,-9999,1628697813.559214,-0.2864341735839844,-16.41183471679688,-47.85102081298828,136.281982421875,138.0361328125,12.05537986755371,197081.1958929167,0.0097808837890625,-0.03961181640625,-0.9932861328125,197080.313895375,0.004207261838018894,0.008988435380160809,-0.003173955250531435,197081.1893749167,63.5579833984375,-76.74821472167969,-112.8687133789062,197080.8302789167,-0.1010183176247238,0.003268680897195837,0.0411137771281007,5.592452362179756e-05,0.0005607418715953827,-0.0004628279712051153,0.001449055038392544,0.001017346978187561,0.001865684986114502,2,0.02061169556400987,0.0005941152885727604,-0.05044339959643218,0.9985140145398076,0.003265912877395749,-0.04110219702124596,-0.9991496205329895,-0.2151985168457031,-16.29758453369141,-47.86621856689453,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197078.445979,0,0.6764336,100.7178,1628697801.992448,3232235814,168305893,0,0,5,1628697800.9910",1628697813.66746,Wed Aug 11 16:03:33 2021
"16,1,0.78,1628697812.618501,-26.80535,-42.99899,0
",1628697813.674449,Wed Aug 11 16:03:33 2021
"1628697814.575697,14,1628697807.552412,55.82836070194362,-4.280224284886361,22.6203,-1,-1,10,65,-9999,1628697814.564241,-0.2527122497558594,-16.15306091308594,-47.25176239013672,136.2889404296875,138.0430908203125,12.05564403533936,197082.20102025,0.0012054443359375,-0.0392913818359375,-0.9936065673828125,197081.3139969167,0.003318032482638955,0.007694671396166086,-0.0008119978010654449,197082.18366825,63.61985778808594,-76.56806945800781,-112.4361724853516,197081.83540625,-0.1010204160639595,0.003161265872807276,0.04104641215303573,-0.0003705958370119333,0.002149320207536221,-0.0006748451851308346,-0.001037624664604664,0.0008584856986999512,0.007148325443267822,2,0.02057535310182684,0.0005421673859508577,-0.0504456386972908,0.9985147519412599,0.003158597974106669,-0.04103488847613335,-0.9991527199745178,-0.2620086669921875,-16.10918426513672,-47.75470733642578,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197078.445979,0,0.6764336,100.7178,1628697801.992448,3232235814,168305893,0,0,5,1628697",1628697814.584671,Wed Aug 11 16:03:34 2021
"800.991016,1,0.78,1628697813.633909,-28.21887,-42.94821,0
",1628697814.589421,Wed Aug 11 16:03:34 2021
"1628697815.579414,15,1628697807.552412,55.82836070194362,-4.280224284886361,22.6203,-1,-1,10,65,-9999,1628697815.56941,-0.1137008666992188,-16.33763122558594,-47.79329681396484,136.2977142333984,138.0518646240234,12.05589389801025,197083.206148375,0.0030059814453125,-0.041748046875,-0.99285888671875,197082.31409925,0.003653856925666332,0.007539142854511738,-0.003400856629014015,197083.177996375,63.398681640625,-76.99003601074219,-113.0878448486328,197082.840534375,-0.1011997743320654,0.003119322795479573,0.04099489735617153,5.752150900661945e-05,-0.002638134639710188,0.001615905086509883,-0.0008431347087025642,-0.0008104145526885986,0.005029618740081787,2,0.02054862293524359,0.0005206852194618193,-0.05053568285401649,0.9985107583963321,0.003116697072982788,-0.0409834161400795,-0.9991549849510193,-0.5886688232421875,-15.81137847900391,-47.83872222900391,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197079.515579,0,0.6685066,100.7178,1628697801.992448,3232235814,168305893,0,0,5,1628697800.99101",1628697815.592096,Wed Aug 11 16:03:35 2021
"6,1,0.78,1628697814.618232,-32.3152,-53.30848,0
",1628697815.599441,Wed Aug 11 16:03:35 2021
"1628697816.584623,16,1628697807.552412,55.82836070194362,-4.280224284886361,22.6203,-1,-1,10,65,-9999,1628697816.574514,-0.4286041259765625,-16.39862060546875,-47.693603515625,136.31005859375,138.064208984375,12.05603313446045,197084.2112760417,0.002777099609375,-0.0403900146484375,-0.9929962158203125,197083.314200375,0.003144926857203245,0.005092762876302004,-0.002500175498425961,197084.2024210417,63.22502136230469,-77.11761474609375,-112.7138977050781,197083.8456630417,-0.1013333102871424,0.003141116083304317,0.04115202593639255,-0.0009907896164804697,-0.001690869219601154,-0.001785606844350696,-0.0002087617758661509,7.900595664978027e-05,0.00535881519317627,2,0.0206276575507951,0.0005262128974013536,-0.05060192684294124,0.9985056835944588,0.003138451604172587,-0.04114041104912758,-0.999148428440094,-0.4587554931640625,-16.44717407226562,-47.02068328857422,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197080.585191,0,0.650013,100.7181,1628697801.992448,3232235814,168305893,0,0,5,1628697800.",1628697816.596663,Wed Aug 11 16:03:36 2021
"991016,1,0.78,1628697815.617723,-38.15146,-55.77798,0
",1628697816.603472,Wed Aug 11 16:03:36 2021
"1628697817.589472,17,1628697807.552412,55.82836070194362,-4.280224284886361,22.6203,-1,-1,10,65,-9999,1628697817.579702,-0.392913818359375,-16.20269775390625,-47.48602294921875,136.3152160644531,138.0693664550781,12.05613708496094,197085.216403875,0.003387451171875,-0.04107666015625,-0.994140625,197084.3143050417,0.00267674308270216,0.006717024836689234,-0.004142547026276588,197085.196729875,63.39408874511719,-76.89358520507812,-112.9887390136719,197084.850789875,-0.1014544539715156,0.003178521365097508,0.04092186746595852,0.0007852492853999138,0.00192504795268178,0.0001851476263254881,-0.001497385092079639,0.0001694709062576294,0.00678718090057373,2,0.02051372942368224,0.0005494757973961654,-0.05066232265748832,0.9985049945917166,0.003175854915753007,-0.04091044887900352,-0.9991577863693237,-0.6766929626464844,-16.42183685302734,-48.08191680908203,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197081.654759,0,0.6315155,100.7183,1628697801.992448,3232235814,168305893,0,0,5,1628697800.991016,1,",1628697817.605856,Wed Aug 11 16:03:37 2021
"0.78,1628697816.631586,-47.33499,-57.15522,0
",1628697817.612631,Wed Aug 11 16:03:37 2021
"1628697818.610435,18,1628697807.552412,55.82836070194362,-4.280224284886361,22.6203,-1,-1,10,65,-9999,1628697818.604836,-0.4028663635253906,-16.44412994384766,-47.50682067871094,136.3231048583984,138.0772552490234,12.05626964569092,197086.22153175,0.001922607421875,-0.041778564453125,-0.99334716796875,197085.314404875,0.003791276132687926,0.007530886679887772,-0.002346777589991689,197086.22129275,63.59507751464844,-76.85821533203125,-113.3243408203125,197085.85591775,-0.1016124127405809,0.003425726624660775,0.04091922398199275,0.002807416021823883,0.001160051673650742,-0.0001016275491565466,0.0007122820243239403,-9.25697386264801e-05,0.006679654121398926,2,0.02051872460012036,0.0006713401315408705,-0.05073865152806578,0.9985009411581927,0.00342285237275064,-0.04090780764818192,-0.9991570711135864,-0.4730186462402344,-16.26235198974609,-47.75628662109375,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197082.72435,0,0.6077347,100.7186,1628697801.992448,3232235814,168305893,0,0,5,1628697800.99101",1628697818.691113,Wed Aug 11 16:03:38 2021
"6,1,0.78,1628697817.617958,-29.76523,-52.01408,0
",1628697818.695738,Wed Aug 11 16:03:38 2021
"1628697819.600224,19,1628697807.552412,55.82836070194362,-4.280224284886361,22.6203,-1,-1,10,65,-9999,1628697819.589809,-0.1486129760742188,-16.49432373046875,-47.69222259521484,136.3338470458984,138.0879974365234,12.05639934539795,197087.226658625,0.0035400390625,-0.040496826171875,-0.993621826171875,197086.31450775,0.002636529505252838,0.007994276471436024,-0.00207673292607069,197087.215649625,63.701416015625,-77.03433227539062,-112.9266510009766,197086.861044625,-0.1017831618037163,0.003091493220534534,0.04097584547188463,0.001652463106438518,0.0003055501729249954,0.0007269745692610741,-0.0008153300732374191,-0.000295393168926239,0.006449520587921143,2,0.02053855596730213,0.0005012821494894126,-0.05082725266537835,0.9984961344239126,0.003088893368840218,-0.04096437990665436,-0.9991558194160461,-0.5622177124023438,-16.34351348876953,-48.06838989257812,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197083.793992,0,0.5945244,100.7187,1628697801.992448,3232235814,168305893,0,0,5,1628697800.9910",1628697819.715159,Wed Aug 11 16:03:39 2021
"16,1,0.78,1628697818.618448,-38.3961,-47.18476,0
",1628697819.720668,Wed Aug 11 16:03:39 2021
"1628697820.609905,20,1628697807.552412,55.82836070194362,-4.280224284886361,22.6203,-1,-1,10,65,-9999,1628697820.59493,-0.1786270141601562,-16.37132263183594,-47.68156433105469,136.3323822021484,138.0865325927734,12.0565128326416,197088.2317855,0.0028533935546875,-0.040679931640625,-0.99346923828125,197087.314607625,0.004608334042131901,0.007613178342580795,-0.003304450307041407,197088.2100665,63.72315979003906,-76.82864379882812,-112.9995574951172,197087.8661715,-0.1017601236041536,0.003150336761581122,0.0409583982131997,0.001838860101997852,-0.0005874126218259335,-0.001814179588109255,-0.001255596987903118,0.0001907125115394592,0.006755232810974121,2,0.02053133449424163,0.0005313401522824227,-0.05081516867790853,0.9984968965770085,0.003147689392790198,-0.04094694554805756,-0.9991563558578491,0.1865081787109375,-16.34142303466797,-47.86449432373047,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197084.863628,0,0.5654564,100.7191,1628697801.992448,3232235814,168305893,0,0,5,1628697800.991016,1",1628697820.715812,Wed Aug 11 16:03:40 2021
",0.78,1628697819.633543,-46.69904,-54.26013,0
",1628697820.719028,Wed Aug 11 16:03:40 2021
"1628697821.612208,21,1628697807.552412,55.82836070194362,-4.280224284886361,22.6203,-1,-1,10,65,-9999,1628697821.60024,-0.2969093322753906,-16.22829437255859,-47.7796630859375,136.3340911865234,138.0882415771484,12.05661773681641,197089.23691225,0.0014190673828125,-0.0417633056640625,-0.992706298828125,197088.3147115,0.004194478504359722,0.007991880178451538,-0.003692739177495241,197089.23465625,63.52696228027344,-76.93902587890625,-112.4356384277344,197088.87129825,-0.1018202393837018,0.003001690041084128,0.04107365422574014,-0.000156784662976861,-4.591234028339386e-05,-0.001259201439097524,-0.00286182202398777,0.0001532845199108124,0.005286157131195068,2,0.0205851130553444,0.0004535777179305355,-0.05084656205165555,0.9984942024248895,0.002999153919517994,-0.04106210544705391,-0.9991521239280701,0.01651382446289062,-16.28263854980469,-47.45299530029297,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197085.93332,0,0.5337486,100.7195,1628697801.992448,3232235814,168305893,0,0,5,1628697800.99101",1628697821.626056,Wed Aug 11 16:03:41 2021
"6,1,0.78,1628697820.618116,-25.57687,-51.63486,0
",1628697821.630381,Wed Aug 11 16:03:41 2021
"1628697822.627478,22,1628697822.589758,55.82836070193007,-4.280224284962767,22.66499,-1,-1,10,65,-9999,1628697822.625336,-0.1506118774414062,-16.29939270019531,-47.65740203857422,136.3340606689453,138.0882110595703,12.05674934387207,197090.2420395,0.003082275390625,-0.04052734375,-0.993255615234375,197089.31481025,0.004209658596664667,0.006997988559305668,-0.003925765864551067,197090.2290425,63.89251708984375,-76.94294738769531,-112.4812469482422,197089.8764265,-0.1018033679908891,0.003084373844397211,0.04123341797548971,0.002170269144698977,-0.00079314224421978,0.0002435415517538786,0.001221233978867531,0.0002213604748249054,0.005798101425170898,2,0.02066697114898076,0.000490965087595864,-0.05083707865623621,0.9984930300761423,0.003081747330725193,-0.041221734136343,-0.9991452693939209,-0.3003273010253906,-16.39807891845703,-47.58097839355469,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197087.002976,0,0.5099678,100.7197,1628697801.992448,3232235814,168305893,0,0,5,1628697800.991016,1,0.78,",1628697822.612834,Wed Aug 11 16:03:42 2021
"1628697822.627409,-47.06913,-52.09413,0
",1628697822.626605,Wed Aug 11 16:03:42 2021
"1628697823.620709,23,1628697822.589758,55.82836070193007,-4.280224284962767,22.66499,-1,-1,10,65,-9999,1628697823.610498,-0.2134666442871094,-16.17017364501953,-47.96524047851562,136.3408660888672,138.0950164794922,12.05686187744141,197091.2471676667,-0.000335693359375,-0.04058837890625,-0.99420166015625,197090.3149135,0.0009006810723803937,0.004938832018524408,-0.003241599537432194,197091.2233306667,63.46534729003906,-76.67793273925781,-113.4125518798828,197090.8815536667,-0.1019047356776395,0.003141054726498416,0.04099560923188696,-0.001049355370923877,0.0009449911303818226,-0.0009723976254463196,-0.0004833787679672241,0.001280751079320908,0.007165729999542236,2,0.02054971242648529,0.0005242737320748075,-0.05088740848460266,0.9984929244981749,0.003138410393148661,-0.0409841276705265,-0.9991548657417297,-0.3712196350097656,-16.41775512695312,-47.539794921875,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197088.072688,0,0.4729767,100.7202,1628697801.992448,3232235814,168305893,0,0,5,162869780",1628697823.602777,Wed Aug 11 16:03:43 2021
"0.991016,1,0.78,1628697823.618214,-21.65523,-43.05835,0
",1628697823.607321,Wed Aug 11 16:03:43 2021
