data,timestamp (ms),timestamp (formatted)
"1628698046.761374,7,1628698035.103246,55.82835799839299,-4.280231355920764,22.26365,-1,-1,10,65,-9999,1628698046.751486,-0.05651473999023438,-15.79654693603516,-48.07705688476562,136.4257354736328,138.1798858642578,12.0882396697998,197314.388379375,0.0034942626953125,-0.0414886474609375,-0.9926910400390625,197314.340638375,0.005398227367550135,0.007060838863253593,-0.002012550830841064,197314.381832375,63.97520446777344,-76.65924072265625,-113.4303588867188,197314.022765375,-0.1035561035221599,0.003001897818174624,0.0410075907893314,-0.0007653178181499243,-0.0003922781907021999,-0.0007043506484478712,-0.001320900395512581,-0.0001721233129501343,0.006082296371459961,2,0.02055252279003238,0.0004375250987067097,-0.05171324752066564,0.9984504249872009,0.002999369753524661,-0.04099609702825546,-0.999154806137085,-0.3030662536621094,-16.01068878173828,-47.11650848388672,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197311.63242,0,0.4227715,100.7208,1628698041.057517,3232235814,168305893,0,0,5,16286",1628698046.833328,Wed Aug 11 16:07:26 2021
"98040.056763,1,0.77,1628698046.618143,-47.16758,-55.64221,0
",1628698046.839683,Wed Aug 11 16:07:26 2021
"1628698047.766485,8,1628698035.103246,55.82835799839299,-4.280231355920764,22.26365,-1,-1,10,65,-9999,1628698047.756645,0.04105377197265625,-15.79607391357422,-48.04458618164062,136.4126892089844,138.1668395996094,12.08832740783691,197315.393508375,0.0009613037109375,-0.037628173828125,-0.990081787109375,197315.340739375,0.004656004719436169,0.004969991277903318,-0.004727377090603113,197315.375971375,63.94415283203125,-76.14224243164062,-113.3847503662109,197315.027893375,-0.1032685492099675,0.003152249069042631,0.04075206716752101,0.0002706407103687525,0.0001358645968139172,0.001374180428683758,-0.001410123193636537,0.0009306035935878754,0.004139184951782227,2,0.02042877148184186,0.0005221364736341253,-0.05156848225483651,0.9984604313559853,0.003149626776576042,-0.04074078798294067,-0.9991647601127625,-0.3498420715332031,-15.99689483642578,-47.91099548339844,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197311.63242,0,0.4227715,100.7208,1628698041.057517,3232235814,168305893,0,0,5,1628698040",1628698047.858888,Wed Aug 11 16:07:27 2021
".056763,1,0.77,1628698047.631389,-26.28749,-48.07104,0
",1628698047.864354,Wed Aug 11 16:07:27 2021
"1628698048.772412,9,1628698035.103246,55.82835799839299,-4.280231355920764,22.26365,-1,-1,10,65,-9999,1628698048.761924,-0.4563102722167969,-15.93198394775391,-48.20564270019531,136.4032287597656,138.1573791503906,12.08843994140625,197316.3986375,0.00103759765625,-0.045684814453125,-0.9945220947265625,197316.3408445,0.003678091801702976,0.005143096670508385,-0.003139600623399019,197316.3702125,63.47048950195312,-76.68742370605469,-113.2497406005859,197316.0330225,-0.1031079105010598,0.003071330321992344,0.04099312231554651,-0.0001728755887597799,0.00418683048337698,0.0001966145355254412,0.001722516259178519,-0.000522267073392868,0.004297435283660889,2,0.02054698769879366,0.0004771667022003918,-0.05148879983154336,0.9984621665636725,0.00306874536909163,-0.04098164290189743,-0.9991551637649536,-0.2695503234863281,-16.14631652832031,-48.03730773925781,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197312.702095,0,0.4386253,100.7206,1628698041.057517,3232235814,168305893,0,0,5,1628698040.056763,1,",1628698048.882387,Wed Aug 11 16:07:28 2021
"0.77,1628698048.618333,-31.9196,-50.73705,0
",1628698048.888219,Wed Aug 11 16:07:28 2021
"1628698049.777132,10,1628698035.103246,55.82835799839299,-4.280231355920764,22.26365,-1,-1,10,65,-9999,1628698049.766753,-0.3108177185058594,-16.09792327880859,-48.04086303710938,136.3971710205078,138.1513214111328,12.08859539031982,197317.403767875,0.00628662109375,-0.039947509765625,-0.9950103759765625,197317.340947875,6.924218905624002e-05,0.007600928191095591,-0.002148904604837298,197317.394550875,63.441650390625,-76.55702209472656,-113.0886077880859,197317.038152875,-0.1030211396022291,0.00303959956555833,0.04088792167362295,0.0004756445996463299,0.002522694412618876,5.336594767868519e-05,-0.0008855629712343216,0.002378597855567932,0.004683256149291992,2,0.02049363263982644,0.0004649263658298066,-0.05144594544088726,0.9984654162903854,0.003037054324522614,-0.04087653011083603,-0.999159574508667,-0.1401634216308594,-15.70667266845703,-48.20893096923828,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197313.771818,0,0.4491959,100.7205,1628698041.057517,3232235814,168305893,0,0,5,1628698040.0",1628698049.784807,Wed Aug 11 16:07:29 2021
"56763,1,0.77,1628698049.617292,-27.21946,-47.10616,0
",1628698049.791458,Wed Aug 11 16:07:29 2021
"1628698050.781858,11,1628698050.147132,55.82835799168039,-4.280231373479265,22.30238,-1,-1,10,65,-9999,1628698050.771882,-0.4584388732910156,-15.88124084472656,-47.7911376953125,136.3940582275391,138.1482086181641,12.08878612518311,197318.4088986667,-0.00079345703125,-0.0396728515625,-0.992340087890625,197318.3410546667,0.003337739733979106,0.0124473487958312,-0.005001416429877281,197318.3887486667,63.493896484375,-76.47761535644531,-113.2752075195312,197318.0432836667,-0.1029286225597721,0.003033275067994487,0.04100715267239669,-2.457760274410248e-05,0.0003723334521055222,0.0008730192203074694,-0.0001162886619567871,0.002146776765584946,0.006356894969940186,2,0.02055297388698523,0.0004596489372081878,-0.05139967304724369,0.9984665145863176,0.003030720399692655,-0.04099566116929054,-0.9991547465324402,0.1810722351074219,-16.04668426513672,-48.17465972900391,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197314.841538,0,0.4756203,100.7202,1628698041.057517,3232235814,168305893,0,0,5,1628698040.",1628698050.790792,Wed Aug 11 16:07:30 2021
"056763,1,0.77,1628698050.627542,-23.97723,-32.31934,0
",1628698050.80037,Wed Aug 11 16:07:30 2021
"1628698051.786887,12,1628698050.147132,55.82835799168039,-4.280231373479265,22.30238,-1,-1,10,65,-9999,1628698051.777154,-0.6422348022460938,-16.18412017822266,-48.15997314453125,136.3912048339844,138.1453552246094,12.08900928497314,197319.414030625,0.002655029296875,-0.0408935546875,-0.993896484375,197319.341158625,0.003735349746420979,0.006230731494724751,-0.004914597608149052,197319.413170625,63.54830932617188,-76.83790588378906,-113.4967803955078,197319.048414625,-0.1027975839127871,0.003057504474206781,0.04112699947001897,-0.001690392382442951,-0.001376179978251457,0.002556565916165709,5.788076668977737e-05,0.002785317599773407,0.005039632320404053,2,0.02061339640861947,0.0004700119152022579,-0.05133384868446222,0.9984686843498506,0.003054914297536016,-0.0411154069006443,-0.9991497397422791,-0.1708984375,-16.20723724365234,-48.08146667480469,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197315.911196,0,0.4756203,100.7202,1628698041.057517,3232235814,168305893,0,0,5,1628698040.056763,1,0.",1628698051.854626,Wed Aug 11 16:07:31 2021
"77,1628698051.618278,-19.10028,-55.3228,0
",1628698051.859182,Wed Aug 11 16:07:31 2021
"1628698052.791899,13,1628698050.147132,55.82835799168039,-4.280231373479265,22.30238,-1,-1,10,65,-9999,1628698052.782389,-0.08235931396484375,-16.01152038574219,-48.12645721435547,136.3834838867188,138.1376342773438,12.08916854858398,197320.41916225,0.0048370361328125,-0.0382537841796875,-0.98590087890625,197320.34126725,0.004627774935215712,0.005371329374611378,-0.005027515348047018,197320.40746425,63.72038269042969,-76.46983337402344,-113.4393920898438,197320.05354625,-0.1027114147214352,0.00307099820008622,0.0411250045624269,-0.0003675646148622036,0.001026307232677937,0.001485116663388908,0.0004563853144645691,0.0005860626697540283,0.004780292510986328,2,0.02061272475473481,0.0004776879234108045,-0.0512906897967994,0.9984709857215235,0.00306839682161808,-0.04111341387033463,-0.9991497993469238,-0.368255615234375,-16.0220947265625,-48.03887939453125,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197316.980853,0,0.4967575,100.7199,1628698041.057517,3232235814,168305893,0,0,5,1628698040.056763",1628698052.880268,Wed Aug 11 16:07:32 2021
",1,0.77,1628698052.618038,-39.58028,-52.25422,0
",1628698052.884311,Wed Aug 11 16:07:32 2021
"1628698053.809946,14,1628698050.147132,55.82835799168039,-4.280231373479265,22.30238,-1,-1,10,65,-9999,1628698053.807346,-0.1829299926757812,-15.86435699462891,-48.04947662353516,136.3780059814453,138.1321563720703,12.08931732177734,197321.4242959167,0.0013885498046875,-0.03985595703125,-1.004989624023438,197321.3413729167,0.003553455928340554,0.004346278961747885,-0.00222400575876236,197321.4017499167,64.00300598144531,-76.29811096191406,-112.7777709960938,197321.0586799167,-0.1025889527605643,0.002885205131234641,0.04103072564176594,-0.0008468928281217813,-0.001507221721112728,0.002108666580170393,0.000443645752966404,-0.0005457364022731781,0.005807042121887207,2,0.02056086923132607,0.0003886130765746957,-0.05123158527290422,0.9984751130708494,0.002882772823795676,-0.04101921245455742,-0.9991542100906372,-0.1048965454101562,-15.9716796875,-47.57547760009766,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197318.050536,0,0.4967575,100.7199,1628698041.057517,3232235814,168305893,0,0,5,162869804",1628698053.922204,Wed Aug 11 16:07:33 2021
"0.056763,1,0.77,1628698053.631942,-26.45762,-48.81096,0
",1628698053.929965,Wed Aug 11 16:07:33 2021
"1628698054.802453,15,1628698050.147132,55.82835799168039,-4.280231373479265,22.30238,-1,-1,10,65,-9999,1628698054.792704,-0.2713203430175781,-16.09386444091797,-47.68775177001953,136.3770446777344,138.1311950683594,12.08950042724609,197322.42942925,1.52587890625e-05,-0.0395050048828125,-0.993988037109375,197322.34148225,0.006588394287973642,0.005452023353427649,-0.002433863002806902,197322.42604425,63.44686889648438,-76.83634948730469,-112.9286651611328,197322.06381325,-0.1025666806744705,0.002965285739356414,0.04105227731956555,0.001269403379410505,0.001045817509293556,0.0005337935872375965,-0.001864147372543812,0.0006507225334644318,0.004310548305511475,2,0.02057367593016497,0.0004282686547310635,-0.05121961755503673,0.9984754089538032,0.002962782979011536,-0.04104074835777283,-0.9991530776023865,-0.2318077087402344,-16.03881072998047,-47.66757202148438,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197319.120227,0,0.4888306,100.72,1628698041.057517,3232235814,168305893,0,0,5,1628698040.0567",1628698054.815089,Wed Aug 11 16:07:34 2021
"63,1,0.77,1628698054.618321,-23.67725,-47.84709,0
",1628698054.819019,Wed Aug 11 16:07:34 2021
"1628698055.807538,16,1628698050.147132,55.82835799168039,-4.280231373479265,22.30238,-1,-1,10,65,-9999,1628698055.797612,0.06839752197265625,-16.01331329345703,-47.91211700439453,136.3816070556641,138.1357574462891,12.08971786499023,197323.434563125,0.00390625,-0.041717529296875,-0.9931182861328125,197323.341589125,0.002847185591235757,0.0100955106317997,-0.005175853613764048,197323.420235125,63.90968322753906,-76.42790222167969,-113.2059478759766,197323.068947125,-0.1026833729486647,0.002962274226661657,0.04118253848557592,-0.0004700766876339912,-0.0009475015103816986,-0.001569767948240042,-0.0003352437634021044,-0.0004855990409851074,0.006426215171813965,2,0.02063865437382144,0.0004222210993921659,-0.05127774025643206,0.998471093921858,0.002959758276119828,-0.04117089882493019,-0.9991477131843567,0.061004638671875,-16.17513275146484,-48.22969818115234,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197320.189951,0,0.4650497,100.7203,1628698041.057517,3232235814,168305893,0,0,5,1628698040.0567",1628698055.8547,Wed Aug 11 16:07:35 2021
"63,1,0.77,1628698055.617998,-34.84026,-47.50528,0
",1628698055.857857,Wed Aug 11 16:07:35 2021
"1628698056.812644,17,1628698050.147132,55.82835799168039,-4.280231373479265,22.30238,-1,-1,10,65,-9999,1628698056.802793,-0.2397537231445312,-16.12530517578125,-47.70524597167969,136.3720092773438,138.1261596679688,12.08989524841309,197324.439699625,0.00347900390625,-0.04229736328125,-0.9940948486328125,197324.341700625,0.003433613572269678,0.01007580384612083,-0.003775563556700945,197324.414370625,63.55885314941406,-76.4451904296875,-113.3926391601562,197324.074082625,-0.1026313576527535,0.00295895010603954,0.04122511002965666,0.00101491273380816,0.001598331611603498,0.001443738117814064,0.002292594872415066,0.0002130568027496338,0.0009160041809082031,2,0.02065981034754437,0.000420006196497358,-0.05125175016840161,0.9984720419528825,0.002956431824713945,-0.04121343418955803,-0.9991459846496582,0.05508804321289062,-15.90100860595703,-47.53219604492188,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197321.259663,0,0.4571228,100.7204,1628698041.057517,3232235814,168305893,0,0,5,1628698040.056763",1628698056.828766,Wed Aug 11 16:07:36 2021
",1,0.77,1628698056.629909,-28.80165,-52.10474,0
",1628698056.834175,Wed Aug 11 16:07:36 2021
"1628698057.82987,18,1628698050.147132,55.82835799168039,-4.280231373479265,22.30238,-1,-1,10,65,-9999,1628698057.82792,-0.2614822387695312,-16.21804809570312,-47.89410400390625,136.3730621337891,138.1272125244141,12.09006500244141,197325.444835625,0.0049591064453125,-0.0428466796875,-0.9936370849609375,197325.341809625,0.002964630955830216,0.007409446872770786,-0.005392634775489569,197325.438667625,63.56692504882812,-76.86518859863281,-112.9523315429688,197325.079218625,-0.1026208283719223,0.002868745492845691,0.04127996779261359,0.0006573202554136515,-0.001456163357943296,-0.001497979974374175,-0.0005774777382612228,0.001381762325763702,0.004057347774505615,2,0.0206848839988012,0.0003736742582885529,-0.05124735784998613,0.9984717505297348,0.002866297727450728,-0.0412682443857193,-0.9991440176963806,-0.1964874267578125,-16.37417602539062,-47.82585144042969,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197322.329376,0,0.4042778,100.721,1628698041.057517,3232235814,168305893,0,0,5,1628698040.05",1628698057.872142,Wed Aug 11 16:07:37 2021
"6763,1,0.77,1628698057.618315,-35.45744,-52.99176,0
",1628698057.912196,Wed Aug 11 16:07:37 2021
"1628698058.822969,19,1628698050.147132,55.82835799168039,-4.280231373479265,22.30238,-1,-1,10,65,-9999,1628698058.81295,0.09506988525390625,-16.06724548339844,-47.75486755371094,136.3749389648438,138.1290893554688,12.09022998809814,197326.4499729167,0.0003814697265625,-0.03961181640625,-0.9936370849609375,197326.3419229167,0.004054929129779339,0.005257079843431711,-0.005260542035102844,197326.4329029167,63.94786071777344,-76.64486694335938,-112.9587097167969,197326.0843549167,-0.1024876399603824,0.002929284724942117,0.04103015436317962,0.0006169462576508522,0.001032301224768162,-0.001455447636544704,-0.001507744193077087,-0.001049846410751343,0.006951332092285156,2,0.02056169250780374,0.0004116754801656037,-0.05118055404739541,0.9984776953109701,0.002926815301179886,-0.04101864248514175,-0.9991540908813477,-0.2323989868164062,-16.35150909423828,-47.88986206054688,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197323.399059,0,0.3540726,100.7216,1628698041.057517,3232235814,168305893,0,0,5,16286",1628698058.930613,Wed Aug 11 16:07:38 2021
"98040.056763,1,0.77,1628698058.618071,-26.85899,-54.86253,0
",1628698058.934843,Wed Aug 11 16:07:38 2021
"1628698059.828356,20,1628698050.147132,55.82835799168039,-4.280231373479265,22.30238,-1,-1,10,65,-9999,1628698059.818026,-0.1727867126464844,-16.34781646728516,-48.07113647460938,136.3728942871094,138.1270446777344,12.09039688110352,197327.455111375,0.0026092529296875,-0.0427093505859375,-0.9945220947265625,197327.342034375,0.003982490859925747,0.008419317193329334,-0.00180881901178509,197327.427118375,63.77395629882812,-76.73451232910156,-113.2204284667969,197327.089493375,-0.1024608395880641,0.002989540452165483,0.0410386171741089,-0.0006495821289718151,0.0015854611992836,-0.001908177277073264,0.001651655649766326,0.0007744058966636658,0.005547046661376953,2,0.02056745464650784,0.0004418161688112474,-0.05116654684483402,0.9984782255206002,0.002987019019201398,-0.04102709889411926,-0.9991535544395447,-0.03686141967773438,-16.03707885742188,-47.87995910644531,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197324.468812,0,0.3197212,100.722,1628698041.057517,3232235814,168305893,0,0,5,1628698040",1628698059.956287,Wed Aug 11 16:07:39 2021
".056763,1,0.77,1628698059.631199,-43.40508,-50.87861,0
",1628698059.960922,Wed Aug 11 16:07:39 2021
"1628698060.833803,21,1628698050.147132,55.82835799168039,-4.280231373479265,22.30238,-1,-1,10,65,-9999,1628698060.823197,0.05742645263671875,-15.84183502197266,-47.54726409912109,136.3830871582031,138.1372375488281,12.0905237197876,197328.46025025,0.001678466796875,-0.0413360595703125,-0.994293212890625,197328.34214925,0.002896986668929458,0.006759901531040668,-0.002941195154562593,197328.45146925,63.70346069335938,-76.31869506835938,-112.6690368652344,197328.09463225,-0.102610434289298,0.003137467297100037,0.04112441198365817,-0.0008858563378453255,-0.00188414566218853,-0.001670617144554853,-0.0008002119138836861,-0.0003453195095062256,0.006504356861114502,2,0.0206141094306575,0.000511927544144173,-0.05123959665726519,0.9984734801380725,0.00313480943441391,-0.04111282154917717,-0.9991496205329895,-0.1243324279785156,-16.12034606933594,-47.87975311279297,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197325.538526,0,0.2748032,100.7225,1628698041.057517,3232235814,168305893,0,0,5,1628698040.056",1628698060.878224,Wed Aug 11 16:07:40 2021
"763,1,0.77,1628698060.617593,-26.76259,-43.21198,0
",1628698060.88418,Wed Aug 11 16:07:40 2021
"1628698061.849161,22,1628698061.136349,55.82835799163042,-4.280231373794559,22.30292,-1,-1,10,65,-9999,1628698061.848361,0.0145111083984375,-16.17717742919922,-47.8851318359375,136.3873901367188,138.1415405273438,12.09062671661377,197329.465391,0.0030670166015625,-0.0410614013671875,-0.9945068359375,197329.342262,0.002299373270943761,0.005311674904078245,-0.001698564155958593,197329.445687,63.82087707519531,-76.71635437011719,-113.4081420898438,197329.099772,-0.1027203028233406,0.002589536211545993,0.04104162518481252,-0.002337111625820398,0.001282467041164637,0.0009326357394456863,0.001196828670799732,0.0003806799650192261,0.005868434906005859,2,0.02055875173059719,0.0002393744235553259,-0.05130018458149332,0.9984717151733563,0.002587352646514773,-0.04103010520339012,-0.9991545677185059,-0.1695213317871094,-16.47351837158203,-47.81129455566406,-1,2,197071.4899915417,2,2,1628697803.862416,0,0,0,0,0,0,0,0,0,197326.608303,0,0.2483788,100.7229,1628698041.057517,3232235814,168305893,0,0,5,1628698040.056763,1,0.77",1628698061.866742,Wed Aug 11 16:07:41 2021
",1628698061.618233,-34.44259,-48.18201,0
",1628698061.870703,Wed Aug 11 16:07:41 2021
